postID	post date	post caption 
B7nS3qtFA52	2020-01-22 07:43:46	thq bnfsk wbqdrtk Htm stnjH, D` lhdf 'mm `ynk thm khTT lh [?] .follow @hamidfitniss [?] . .  * * * * * *................................#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B7n2RJ8ltIZ	2020-01-22 13:24:56	trysybs [?] .follow @hamidfitniss [?] . . .  * * * * ** * .....................................................   .[?] -[?]#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B7rGuqfFbRx	2020-01-23 19:14:38	kr@ lqdm lHb [?][?]. Follow @hamidfitniss [?] .  * * * *.* * ......................................................  .[?] -[?]#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B7rYicpFwQ4	2020-01-23 21:50:16	'Hlm blnjH thm khTT lh wqym kl khTw@ tf`lh wstbhrk lnty'j wl'hm l tTl` lakhryn `l~ 'hdfk wTmwHtk @hamidfitniss [?]. .  * * * * * .......................................................  [?] -[?]#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B72KJx0nfXs		
B7tSGaSFzOU	2020-01-24 15:35:12	bth tjryby   * * * * * *.* * .............................................. [?] #fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B78XUx6lyOy	2020-01-30 12:06:45	[?][?] @hamidfitniss . . .  * * * * .* * .......................................................#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B80JdrNFVB-	2020-02-21 04:03:06	Dutch braid on my self!  #hair #hairstyles #vscohairstyle #vscohair #braids #dutchbraid #climatechange #coronavirus #braidsforschool
B80JgnNlu1c	2020-02-21 04:03:30	Five strand braid on my self!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool
B80JnOQFZhD		
B88twzwAGpi	2020-02-24 11:54:12	#marketalisverisimseva Crispa akma cipsi - 1.65 azn (@d) Shakh qara cay - 3.83 azn Baker house kreker - 2.30 azn (@d) Pripravych istiot qarisimi - 4.10 azn Arifoglu kari 50 qr - 2.10 azn #foodpics #beautifulcuisines #yummy #foodblogger #likeforlikes #foodstyling #like4likes #foodphotography #coronavirus #cookmagazine #eatingazerbaijan #onmytable_azerbaijan #aztagram #livethelittlethings #onmytable #vscocam_azerbaijan #azerifoodbloggers #virusameydanoxuyaq
B80hKSFFwCE	2020-02-21 07:30:10	Five strand braid!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool
B81RJEIlnrC	2020-02-21 14:29:26	"#marketalisverisimseva ""Nezhnyi"" yoqurt - 1.35 azn Alpenland yoqurt - 1.38 azn Sud 1.5% - 1.82 azn ""Savushkin"" k@smik - 2.68 azn Fruttis yoqurt 180qr - 1.50 azn Fruttis Disney yoqurt - 0.68 azn Rukola kq - 15.47 azn Sampinyon gob@l@k - 2.50 azn Vesenka gob@l@k - 3.95 azn ""Tunets"" konserva baliq - 2.10 azn KAIJA seld tomat - 2.58 azn KAIJA seld yagda - 2.35 azn Xardal kicik boy - 3 azn Sensoy sous sirin cili - 2.95 azn Saville yarpaq - 2.79 azn  P.S Dun@n Bravoda b@zi aksiyalarada rast g@ldim, ki Bravo tez-tez aksiyalar kecirdir  M@tb@xd@ , m@is@t@ aid olan mallarda.  Sad@c@ vaxt azligindan cox yararlana bilm@dim. Amma yen@d@ bir iki sey aldim .  #azerifoodbloggers #foodpics #beautifulcuisines #yummy #foodblogger #likeforlikes #foodstyling #like4likes #foodphotography #coronavirus #evd@qal #cookmagazine #eatingazerbaijan #onmytable_azerbaijan #aztagram #livethelittlethings #onmytable #vscocam_azerbaijan #sensoy #saville #azersud #savushkin_product"
B81r3TTlz9c	2020-02-21 18:22:56	Half up half down five strand braid with two Dutch braids on each side!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool #dutchbraids
B83_1xglak8	2020-02-22 15:55:58	Five strand braid with a flower for my sister!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool
B872MFAllom	2020-02-24 03:48:51	Double Dutch braids at the beach!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool
B9CLWL5ln4v	2020-02-26 14:48:55	Five strand braid into a low ponytail on myself!  #hair #hairstyles #vscohairstyle #vscohair #braids #fivestrandbraid #climatechange #coronavirus #braidsforschool
B9Dvadul0bN	2020-02-27 05:23:19	Bubble braid half up half down! #hair #hairstyles #vscohairstyle #vscohair #braids #bubblebraid #climatechange #coronavirus #braidsforschool
B8RltDSljoA		
B86ctLKlafR		
B7ejrqDlZD9		
B8EeUVDFXl4		
B716QYbgnmA		
B884y59lmn8		
B8_cG5FAzdJ	2020-02-25 13:17:39	 @pabloriquero  recomienda #Darleplay a : Multitud de @lautaromatute   Encontras esta cancion en su primer album: Dia a Dia en @spotifyargentina y todas las plataformas digitales  .  @theandaluz para @phcomunicacion  @alegriacuba  @espaciobelgrado . . #musica #igmusic #canciones #play #argentina #2020 #elefanteenlahabitacion #indieargentino #videos #discos #pabloriquero #coronavirus
B9HTK3Pne55	2020-02-28 14:33:29	[?]Partage le maximum  [?][?]Jamie + commenter + partage  . . . . . . . . . #tiktokbladi #tiktokdz #musically #challenge #dzpower #dz #tchallenge #tiktokt #maroc #tunisia #tyktwk #qfTn #ljzy'r  #lmGrb #fydywht #lDHk #hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh #hh #DHk #videotiktok #fkh@  #shkwbystn #krkw_jzy'ry #tiktokt #instadziecko #statue #corona #coronavirus #bladi #comedian
B7Rw9RrJBrT		
B7D7zO5Fb7w	2020-01-08 14:08:46	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B6_Jr_qFWu2	2020-01-06 17:33:54	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B6-wckol-pK	2020-01-06 13:53:21	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B7v-Q1zFSGk	2020-01-25 16:36:52	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B7xfK2vFhvw	2020-01-26 06:43:39	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B73WQYAnaaj	2020-01-28 13:21:12	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B76B30AnhB8	2020-01-29 14:20:48	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8D2CPOnorv	2020-02-02 09:49:47	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8HI1UTnaL3	2020-02-03 16:31:46	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8Lr44gnK81	2020-02-05 10:55:03	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8MKcc8HYHP	2020-02-05 15:22:03	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8Y7t0gn-B6	2020-02-10 14:23:28	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8ZMlKlnepq	2020-02-10 16:50:50	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8bmufcngFQ	2020-02-11 15:17:47	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8d7pFnnFT7	2020-02-12 12:59:02	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8eafhiH_2_	2020-02-12 17:28:36	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8gaslzHLqR	2020-02-13 12:08:52	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8hDYNQHojP	2020-02-13 18:04:21	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8mFdSUnEHZ	2020-02-15 16:58:43	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8oGHZKnjKn	2020-02-16 11:42:57	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8oGtBcHVaS	2020-02-16 11:48:05	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8vmTBkn4lK	2020-02-19 09:38:51	 #kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8ywz07n9Ux	2020-02-20 15:08:26	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B88jSLeHFfB	2020-02-24 10:22:38	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B85ocQlnHwF	2020-02-23 07:09:59	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B88nhoZH90N	2020-02-24 10:59:42	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8_HN-rnuYR	2020-02-25 10:15:07	Blazen  #kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B9AMfnJnm7x	2020-02-25 20:20:28	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B9CvGUrHc9Y	2020-02-26 20:01:19	#kompostsrandy #likuj #komentuj #sdilej #coronavirus #neseranavalto #share #coment #buffalosandstuff #superstarcs #repost #leosantanaoficial #safe #woody #peace 
B8TNLN6AIad	2020-02-08 09:00:35	ANOTHER. PLANET #campturkey#interealturkey#coronavirus#revolution#traking#yoga#reiki#instagram#hippies#dready#peace#rainbow#festival#nature# backpaker#likyayolu#apsaroke#kayakoy#afkule#
B8p9KozprBv	2020-02-17 05:04:09	THE KURUNAVIRUS(Coronavirus)  #kurunavirus #virus #pongilahvirus #coronavirus #covid_19 #covid #covid19 #corona #shaggi #therealfemi #shaggination @brodashaggi @shaggination @therealfemi
B8TNeEEACo2	2020-02-08 09:03:10	NOLIMIT #campturkey#interealturkey#coronavirus#revolution#traking#yoga#reiki#instagram#hippies#dready#peace#rainbow#festival#nature# backpaker#likyayolu#apsaroke#kayakoy#afkule#
B8TOHKHArvu	2020-02-08 09:08:46	WEED WEEKEND #campturkey#interealturkey#coronavirus#revolution#traking#yoga#reiki#instagram#hippies#dready#peace#rainbow#festival#nature# backpaker#likyayolu#apsaroke#kayakoy#afkule#
B8P9tEmnl9x		
B8WlitTgNLe	2020-02-09 16:31:33	Espero Que Te Guste Este Video *deg*____________________*deg* E[?]e Titulo: Fucking tratando Ee Fecha: No Se E[?][?]e Idea: Mia *deg*____________________*deg* EeNota: Trata de no tirar hate recuerda que todos los TikTokers, Blogueros y YouTubers se esfuerzan y tratan de dar lo mejor de si mismo. *deg*____________________*deg* Ee Credits: @jcamilopulgarin Ee Ubicacion: Mi casa Ee Pais: Peru *deg*____________________*deg* Tags: #girl #unica #salida #iasquad #setumismo #meamoynomeimporta #amate #aprendeaquererte #aprendeaquererte #iamferv #maxista #iasquad #31dediciembre #febrero #marzo #coronavirus #covid19 . #comedia #tiktok  #enperu #venezolana #parati #maxistas #wtf #jajaja #kcreisy #musically  #equiumi  #equiumi #grcg_  #grcg_tiktok .
B8b4_5DHszq		
B87xm9zAVYR		
B7_u2KnFvQN	2020-01-31 20:16:16	mn HS@ lkhS@ btmryn lsHb [?] ... . . * * * * * ** *..............................................#fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B8Onm3wFCar	2020-02-06 14:15:21	.l tntZr frS mn lHy@, Sn`h bnfsk wthbt dhtk [?] Follow @hamidfitnis  * * * ** * ..........................................................[?] #fitness #gym #motivation #fit #workout #training #active #fitfam #fitgirl #fitnessjourney #photography #portraitphotography #fitnessphotography #love #photooftheday #fitnessmotivation #bodytransformation #curvygirl #bodypositivity #strong #model #shooting
B744kyxlC28	2020-01-29 03:40:20	DineVite. The app that changes the way you dine. Coming feb 2020
B7-wfLVjzYM		
B7uOB_yhnwh		
B7e9GV3A0rQ		
B8cMEgpIx3t		
B7tq_ARBavL		
B7t3A5kB6Fy		
B7ue_2whSbi		
B7ui_j3BHEO		
B8R_6EAKDIG		
B7tlZO3B0tj		
B7tkvysB_rF		
B7uPblfhTHM		
B7uNjLVBRIp		
B7ucaCmhWLe		
B7unbhJB07x		
B7bJP8Tnw1y	2020-01-17 14:28:49	Si vas a viajar o tienes dudas sobre algunas vacunas necesarias en embarazo, adultos mayores o en ninos, hoy conversamos con Ricardo Espinoza y Luisa Duran, ambos infectologos del Centro de Medicina del Viajero. !Te invitamos a ver la transmision en nuestro Fanpage! #influenza #coronavirus #fiebreamarilla #sarampion
B8ldV7XH7Qy		
B8eaHMjouDD	2020-02-12 17:25:17	Aujourdhui on parle rouge a levres. Avec une pointe de sociologie, de radium et beaucoup d'histoire. Et demain je reviendrai sur la #maigreur et le #barbarabutchchallenge. Bonne lecture et bonne fin de journee! . . . . . . love #photo #swag #hot #cool #pretty #igers #life #portrait #bored #photooftheday #hair #me #picoftheday #beautiful #baby #follow #cute #instagramers #fashion #guy #girl #smile  #bloggeuse #sweet #makeupmafia #lipstick #makeuphistory
B8t3QWboKS4	2020-02-18 17:28:33	Aujourd'hui mardi c'est le jour de la #chemise. Saviez-vous qu'elle vient en fait de la paysannerie? Et qu'elle servait a absorber les odeurs corporelles? Elle en a fait du chemin puisqu'on la retrouve sur les podiums, pour les grands evenements et sur le plus #dandy de tous les couturiers, #lagerfeld.  Bonne lecture et bonne journee! . . . . . . . #love #photo #swag #hot #cool #pretty #igers #life #portrait #bored #photooftheday #hair #me #picoftheday #beautiful #baby #follow #cute #instagramers #fashion #guy #girl #smile #followme #covid19 #covid_19 #coronavirus  @audreypatriziamillet
B8TaUp0oAzS	2020-02-08 10:55:38	Nunca dejes de Sonar . . . . .  #carpinteria_talian #sonar #suenos #nuncadejesdesonar #dreaming_landscape #path #roadtrip #road #happy #family #neverstopdreaming #beyourself #cordoba #cordobaespana #cocinas #armarios #banos #puertas #casasbonitas #mueblesamedida #muebles #mueblesdecalidad #coronavirus #coronavirusespana #covid_19
B71UWVsB1EN	2020-01-27 18:26:04	We are excited about this 2020 year of P.U.R.E. Girl Society (PGS) and we can't wait to get started! This year's program kicks-off with our Open House and Information Session on Saturday, February 22nd at 10:00 a.m. This session, for both parents and daughters, will be held at the Family Life Community Center in classroom 111. At this event, you will have the opportunity to learn more about our program, meet our staff, and register your daughter(s) for the 2020 program. #puregirlsociety #puregirls #openhouse #information #parents #participants #christian #community #etiquette #health #finances #careers #academicsuccess #mentalhealth #womenandgirls #blackgirlsrock #blackgirlmagic
B7AK7X9nVfd	2020-01-07 03:04:37	Si hay un tema que describa la situacion actual es este ( duenos del mundo ) del artista , mc @jhtmusica . #hiphop #decada #10anos #mccchiko #jhtrap #tierra #2020 #colombia #hiphopcolombia #milenio #covid_19. #coronavirus #cuarentena
B8aQv-bhipj		
B8GZ0uSjCdE	2020-02-03 10:07:14	#vines #coronavirus #ntsika745 #justepourrire #blague #rire
B9DsscFnTm0	2020-02-27 05:01:38	#coronavirus #hot #xxx #shemale #waria #singer #idol #gottalent #xfactor #World
B9Dr-PCHJ5M	2020-02-27 05:02:06	#viral #explorepage #explore #trending #like #tiktok #follow #instagram #love #indonesia #likeforlikes #viralvideos #instagood #music #likes #followforfollowback #lfl #memes #repost #d #dance #video #funny #jakarta #meme #dagelan #malaysia #fashion #youtube #bhfyp
B88wDR3nJ30	2020-02-24 12:22:15	- Ci Ying Pian You Fang Zai IGTV/ Facebook - <<POWERLi Liang >>   2020Nian Kai Shi Zhi Jin Zhe Shi Jie Fa Sheng Liao Xu Duo Bu Yu Kuai De Shi Qing  Mu Qian Zui Shou Da Jia Guan Zhu De Hua Ti Shi CORONAVIRUS Er Zhe Ci De Ying Pian Jie Yong Liao Da Zhong De Li Liang Qu Gei Yu Ta Ren Jing Shen Shang De Zhi Chi  . . Zhe Ying Pian Huo Xu editJi Qiao You Bu Zu , Xi Wang Da Jia Jian Liang , Hui Man Man Gai Jin De  . . Xie Xie Nai Xin Kan Wan Zhe 6Fen Zhong Duo De Ying Pian De Ni Men  Xie Xie Na 87Wei + Bang Zhu Wo Wan Cheng Zhe Ying Pian De Ni Men  Wu Lun Shi YouTuber / Wang Luo Hong Ren  / Su Ren  Xie Xie Ni Men   . . Te Bie Gan Xie  @twodudes_official @tick_lim @atticus_chew @jasperrr_f @hishikotattoo @celineyan_0409 @lengyein @oddcactusyoutube De Hui Fu Ji Bang Mang  Gan En   . . . THANK YOU  THANK YOU  THANK YOU  .  #malaysia #china #world #corona #coronavirus #stayathome #fighting #thankyou #love
B8JUibslbdu		
B8lgyVvl3pL		
B8lhPYll1mz		
B8yKEa3Fs5u		
B8_U0mOFOG4		
B83cAi9FYLD		
B7MTRpgACkI	2020-01-11 20:07:49	Que tiro foi este @deiiseliz @trancasliz #coronavirus
B7q55-6pjgM	2020-01-23 17:22:35	Busted in front of his African Parents (P1&2)  Viper The Wiper   Swipe To See What Happened Next [?] Follow @the_kingcomedy Follow @iamhearttaylor Follow @simpleihotuj ................ @bwestudios @officialbossx @bwetv.ng ........ @tundeednut @donjazzy #bwe #thekingcomedy #cuppymusic #bornwinnersempire  @akim_of_asia @kolaqalagbo @tzshop__ @desired_result @mrmacaroni1 @funny_african_pics #thekingcomedy #myflatmates #tundeednut #instablog  #flatmate #comedy #naijaloaded #comedyspecial #thekingsstudios #theexperiencelagos  #warri  #lagoscomedy #funny #naijacomedy #nigeriancomedy #coronavirus #shekeredancechallenge
B8L0tcYnO8p	2020-02-05 12:12:08	#Capture : @venky_villers_  ty beh..,[?] . * * *  #Quarantine #ncov2019 #fightvirus #coronavirus #CoronavirusOutbreak #toptags #covid19 #QuarantineLife #Quarantined #stayinside #socialdistancing #socialdistance #SelfQuarantine #QuarantineAndChill #stayingin #stayingathome #staytogether #staysafe #fighttogether #stayhome #QuarantineSurvival #staypositive #coronamemes #happyathome #care . @____.dinesh._
B8UrLTNn-mK		
B9CT3Y6I0-L	2020-02-26 16:03:21	Baby keep on dancing like you ain't got a choice  ~ #physical #physicaldualipa #dualipa #florence #firenze #coronavirus #italy #song #music #italianboy #boy #danielwellington #watches #black #breakfast #futurenostalgia #filter #fw20 #tumblr #tumblrboy #coronavirus #mask #emporioarmani #picoftheday #instadaily
B8EdlxEFqiD	2020-02-02 15:37:19	Thots in 1700s be like: . . Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B8EdKOwFCkj	2020-02-02 15:31:39	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B7PQDWtFTk-	2020-01-12 23:37:28	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B7wJP9cl-Up	2020-01-25 18:12:52	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B7PO4yRFcdM	2020-01-12 23:27:12	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B7PQGZkFQXg	2020-01-12 23:37:47	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B7wJKqCllW_	2020-01-25 18:12:11	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B8Ed2SFFwwe	2020-02-02 15:37:51	Follow @juicyassh0le for more meme content  . . . . #memes #meme #dank #dankmemes #memedealer #funny #humour #comedy #lol #lmao #tiktok #twitter #corona #lfl #l4l #likeforlike #like4like #sfs #s4s #spamforspam #spam4spam #fff #follow #followforfollow #follow4follow #f4f #britishmemes #britishbanter #coronavirus #tiktok #tiktokmemes
B8bbu3eJ3UL	2020-02-11 16:04:08	"""Sad Truth of the World, Might Get worse, Earth will Take Revenge, Nature will Balance itself... Wait and Watch.... Unplugged New Beat 2.0 ... Classical Texture, Based on Reality ... Be Real ... Do share it ...."" @raftaarmusic  @incinkrecords @mtvhustle  @mtvroadies  @mtvbeats  @mtvsplitsvilla  @mtvindia  @vh1india  @vh1  @vh1supersonic #hiphop #rap #music #rapper #trap #dance #sexy #dj #beats #rnb #nofilter love #newmusic #hiphopmusic #producer #art #latest #soundcloud #hiphopculture #coronavirus #spotify #freestyle #follow #youtube #dancehall #staysafe #undergroundhiphop #rappers #nyc #reggae #corona"
B8VCAjZleOz		
B81uS2MBDpz	2020-02-21 18:44:10	New chief pilot Detroit Stephanie!!!!! Chief pilot SLC Kevin. [?][?][?][?][?][?]. #blackflightattendantsusa #blackflightattendants #blackgirlmagic #coronavirus #quarantine #quarantineandchill #travelingduringcoronavirus #travelingduringpandemic #quarantine #quarantinelife #quarantine2020 #travelingduringcovid19 #virusvlogs
B84SvxFAc6P	2020-02-22 18:41:10	"E dopo il ""soffio"" ... ... ""il sospiro o lo starnuto  della bella addormentata? "" .. .. E se avesse il coronavirus!!??.. Sdramattiziamo! #coronavirus #italy #celafaremo  #labellaaddormentata #majella #abruzzo_super_pics #vivoabruzzo #pics #abruzzoitaly #volgoabruzzo #abruzzo_in_foto #news #abruzzoemotions #abruzzolovers #loveabruzzo #visitabruzzo #vivopescara #pic #paesaggidabruzzo #abruzzofantasy #sospiro #starnuto #abruzzoitaly #beautiful #abruzzo_photogroup #andratuttobene #separatimauniti #loves_united_italy #click #abruzzolive #wild"
B7rTe2GCkk2		
B642s9fJGcr		
B9HAU6EgYmb	2020-02-28 11:49:29	#ClimateChange #Coronavirus #RubbishInTheSea #What'sGoingOnWithTheWorld #worldstar
B7bOkrBC9-b	2020-01-17 15:15:20	Le faux bob Aemas de servirte de campo de pruebas para cortarte un bob en algun momento, la moda francesa nos propone este recogido que aporta volumen al tener que recoger las puntas y los medios. . . . . . #cortebob #model #look #fashionstyle #family #fashion #music #boda #review #instastyle #instamoment #waves #maquillaje #makeup #modelo #wedding #trendy #style #stylish  #glamour  #hair #hairstyle #beautiful #inspiration #instapic #picoftheday #love #lookstyle #estilismo #maribelmillan
B6y3CJiFPyO	2020-01-01 23:00:01	Vienna, Austria  Throwback to a year ago, bringing in 2019 in Vienna.  2019 was sure a year filled with catching flights (and missing a few ) & making amazing, memorable and belly laughter travel stories. Here's to taking that up a notch in 2020! [?] Happy New Year 
B6_LwXjFKsm	2020-01-06 17:51:59	Accurate!  I shall be expecting many more trips in 2020  New continents, new countries and new cities... stay tuned [?] #flywithpre
B7JWAdvF-xq	2020-01-10 16:33:58	Fuzhou, China Fu Zhou , Zhong Guo  Pictures from one of Fuzhou's beautiful attraction- San Fang Qi Xiang - 3 lanes 7 alleys.  I called this beautiful city my home for 3.5 years. Looking forward to sharing lots of my moments from there, here with y'all   Wo Zai Fu Zhou Zhu Liao San Nian Ban . Zui Kuai Le De Shi Guang . Hao Xiang Fu Zhou . Liu Yue Jian 
B7dME6Qlm5P	2020-01-18 09:32:00	Tokyo, Japan  Have you even been to Tokyo if you haven't sat up in Starbucks people watching folks crossing the Shibuya Crossing?  Picture 2: Sensoji temple.
